framed,round,PU,QL,NE_PU,NE_QL,IBT_PU,IBT_QL,AS_N,AS_PU,AS_QL,PS_N,PS_PU,PS_QL,QRE_lambda,QRE_PU,QRE_QL,NE_ed,IBT_ed,AS_ed,PS_ed,QRE_ed
1,54,0.472993827,0.143518519,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.559381337,0.43544237,0.211314403,0.293025486,0.00652669,0.046161122,0.072672231,0.077500928
1,55,0.471212121,0.143181818,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.563246613,0.434285874,0.210883644,0.291489517,0.006611282,0.045142896,0.071939165,0.077117345
1,56,0.470238095,0.142857143,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.565528167,0.433606292,0.21063378,0.290702975,0.006740597,0.044710774,0.071672416,0.077042596
1,57,0.468567251,0.144736842,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.566844889,0.433215131,0.210491048,0.288459184,0.009218008,0.042196309,0.069186327,0.074655127
1,58,0.468390805,0.144396552,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.567568933,0.433000361,0.210413016,0.288419334,0.009035887,0.042327672,0.069377645,0.07490432
1,59,0.468220339,0.143361582,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.569029013,0.432567962,0.210256635,0.288641477,0.008322281,0.042986217,0.07016226,0.075802639
1,60,0.468055556,0.14375,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.568943663,0.432593213,0.210265741,0.288345008,0.008725852,0.042585653,0.069745506,0.075378522
1,61,0.467213115,0.142759563,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.571714399,0.431775135,0.209972395,0.287929436,0.008594306,0.042791105,0.070150048,0.075982993
1,62,0.467741935,0.140456989,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.573095764,0.431368537,0.209827869,0.289284316,0.006800764,0.04491373,0.072400007,0.078328431
1,63,0.467592593,0.14021164,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.573657419,0.431203456,0.209769432,0.289239139,0.006811745,0.04501448,0.072536472,0.07850131
1,64,0.466145833,0.139322917,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.577535553,0.430067388,0.209371012,0.288241256,0.007811904,0.044856838,0.072596529,0.078793337
1,65,0.46474359,0.137820513,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.581979427,0.428773731,0.20892523,0.287529834,0.008903282,0.045299663,0.073261387,0.079685077
1,66,0.463383838,0.136994949,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.585646338,0.427712813,0.208565868,0.28660284,0.010227102,0.045272195,0.073387478,0.079967609
1,67,0.461442786,0.137437811,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.589244386,0.426677585,0.208220564,0.28464465,0.012175255,0.043909985,0.072152497,0.078859478
1,68,0.460784314,0.136029412,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.592080918,0.425865489,0.207953359,0.284601042,0.01286487,0.044832021,0.073163065,0.079952351
1,69,0.460144928,0.135869565,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.593596688,0.425432983,0.207812361,0.28407946,0.013515123,0.044680204,0.073052632,0.07987919
1,70,0.460714286,0.135714286,0.2,0.25,0.473610907,0.137021066,3,0.4399,0.1757,7,0.4311,0.2029,0.592551308,0.42573116,0.20790947,0.284663245,0.012962658,0.045078729,0.073422926,0.080224459
