DF_split,Shape,Equilibria,PU,PL
QRE_it,QRE,QRE_it,0.24862858,0.215339728
QRE_it,QRE,QRE_it,0.248608161,0.215349334
QRE_it,QRE,QRE_it,0.248587759,0.215358935
QRE_it,QRE,QRE_it,0.248567373,0.215368532
QRE_it,QRE,QRE_it,0.248547004,0.215378124
QRE_it,QRE,QRE_it,0.248526651,0.215387711
QRE_it,QRE,QRE_it,0.248506315,0.215397294
QRE_it,QRE,QRE_it,0.248485994,0.215406872
QRE_it,QRE,QRE_it,0.24846569,0.215416445
QRE_it,QRE,QRE_it,0.248445403,0.215426014
QRE_it,QRE,QRE_it,0.248425132,0.215435578
QRE_it,QRE,QRE_it,0.248404877,0.215445137
QRE_it,QRE,QRE_it,0.248384638,0.215454692
QRE_it,QRE,QRE_it,0.248364416,0.215464243
QRE_it,QRE,QRE_it,0.248344209,0.215473788
QRE_it,QRE,QRE_it,0.248324019,0.215483329
QRE_it,QRE,QRE_it,0.248303845,0.215492866
QRE_it,QRE,QRE_it,0.248283688,0.215502397
QRE_it,QRE,QRE_it,0.248263546,0.215511925
QRE_it,QRE,QRE_it,0.248243421,0.215521447
QRE_it,QRE,QRE_it,0.248223311,0.215530965
QRE_it,QRE,QRE_it,0.248203218,0.215540478
QRE_it,QRE,QRE_it,0.248183141,0.215549987
QRE_it,QRE,QRE_it,0.24816308,0.215559491
QRE_it,QRE,QRE_it,0.248143035,0.215568991
QRE_it,QRE,QRE_it,0.248123006,0.215578486
QRE_it,QRE,QRE_it,0.248102993,0.215587976
QRE_it,QRE,QRE_it,0.248082996,0.215597462
QRE_it,QRE,QRE_it,0.248063014,0.215606943
QRE_it,QRE,QRE_it,0.248043049,0.21561642
QRE_it,QRE,QRE_it,0.2480231,0.215625892
QRE_it,QRE,QRE_it,0.248003167,0.215635359
QRE_it,QRE,QRE_it,0.247983249,0.215644822
QRE_it,QRE,QRE_it,0.247963348,0.215654281
QRE_it,QRE,QRE_it,0.247943462,0.215663734
QRE_it,QRE,QRE_it,0.247923592,0.215673184
QRE_it,QRE,QRE_it,0.247903738,0.215682628
QRE_it,QRE,QRE_it,0.2478839,0.215692068
QRE_it,QRE,QRE_it,0.247864077,0.215701504
QRE_it,QRE,QRE_it,0.24784427,0.215710935
QRE_it,QRE,QRE_it,0.247824479,0.215720361
QRE_it,QRE,QRE_it,0.247804704,0.215729783
QRE_it,QRE,QRE_it,0.247784945,0.2157392
QRE_it,QRE,QRE_it,0.247765201,0.215748613
QRE_it,QRE,QRE_it,0.247745472,0.215758021
QRE_it,QRE,QRE_it,0.24772576,0.215767424
QRE_it,QRE,QRE_it,0.247706063,0.215776823
QRE_it,QRE,QRE_it,0.247686381,0.215786218
QRE_it,QRE,QRE_it,0.247666716,0.215795608
QRE_it,QRE,QRE_it,0.247647066,0.215804993
QRE_it,QRE,QRE_it,0.247627431,0.215814374
QRE_it,QRE,QRE_it,0.247607812,0.215823751
QRE_it,QRE,QRE_it,0.247588208,0.215833123
QRE_it,QRE,QRE_it,0.24756862,0.21584249
QRE_it,QRE,QRE_it,0.247549048,0.215851853
QRE_it,QRE,QRE_it,0.247529491,0.215861211
QRE_it,QRE,QRE_it,0.247509949,0.215870565
QRE_it,QRE,QRE_it,0.247490423,0.215879914
QRE_it,QRE,QRE_it,0.247470912,0.215889259
QRE_it,QRE,QRE_it,0.247451417,0.215898599
QRE_it,QRE,QRE_it,0.247431937,0.215907935
QRE_it,QRE,QRE_it,0.247412472,0.215917266
QRE_it,QRE,QRE_it,0.247393023,0.215926593
QRE_it,QRE,QRE_it,0.247373589,0.215935915
QRE_it,QRE,QRE_it,0.24735417,0.215945233
QRE_it,QRE,QRE_it,0.247334767,0.215954546
QRE_it,QRE,QRE_it,0.247315379,0.215963855
QRE_it,QRE,QRE_it,0.247296006,0.215973159
QRE_it,QRE,QRE_it,0.247276648,0.215982459
QRE_it,QRE,QRE_it,0.247257306,0.215991754
QRE_it,QRE,QRE_it,0.247237979,0.216001045
QRE_it,QRE,QRE_it,0.247218667,0.216010331
QRE_it,QRE,QRE_it,0.24719937,0.216019613
QRE_it,QRE,QRE_it,0.247180089,0.21602889
QRE_it,QRE,QRE_it,0.247160822,0.216038163
QRE_it,QRE,QRE_it,0.247141571,0.216047431
QRE_it,QRE,QRE_it,0.247122335,0.216056695
QRE_it,QRE,QRE_it,0.247103113,0.216065955
QRE_it,QRE,QRE_it,0.247083907,0.21607521
QRE_it,QRE,QRE_it,0.247064716,0.21608446
QRE_it,QRE,QRE_it,0.24704554,0.216093707
QRE_it,QRE,QRE_it,0.247026379,0.216102948
QRE_it,QRE,QRE_it,0.247007233,0.216112185
QRE_it,QRE,QRE_it,0.246988102,0.216121418
QRE_it,QRE,QRE_it,0.246968986,0.216130646
QRE_it,QRE,QRE_it,0.246949885,0.21613987
QRE_it,QRE,QRE_it,0.246930799,0.21614909
QRE_it,QRE,QRE_it,0.246911728,0.216158304
QRE_it,QRE,QRE_it,0.246892672,0.216167515
QRE_it,QRE,QRE_it,0.24687363,0.216176721
QRE_it,QRE,QRE_it,0.246854604,0.216185923
QRE_it,QRE,QRE_it,0.246835592,0.21619512
QRE_it,QRE,QRE_it,0.246816595,0.216204313
QRE_it,QRE,QRE_it,0.246797613,0.216213501
QRE_it,QRE,QRE_it,0.246778646,0.216222685
QRE_it,QRE,QRE_it,0.246759693,0.216231864
QRE_it,QRE,QRE_it,0.246740756,0.216241039
QRE_it,QRE,QRE_it,0.246721833,0.21625021
QRE_it,QRE,QRE_it,0.246702924,0.216259376
QRE_it,QRE,QRE_it,0.246684031,0.216268538
QRE_it,QRE,QRE_it,0.246665152,0.216277696
QRE_it,QRE,QRE_it,0.246646288,0.216286849
QRE_it,QRE,QRE_it,0.246627438,0.216295997
QRE_it,QRE,QRE_it,0.246608604,0.216305141
QRE_it,QRE,QRE_it,0.246589783,0.216314281
QRE_it,QRE,QRE_it,0.246570978,0.216323416
QRE_it,QRE,QRE_it,0.246552187,0.216332547
QRE_it,QRE,QRE_it,0.246533411,0.216341674
QRE_it,QRE,QRE_it,0.246514649,0.216350796
QRE_it,QRE,QRE_it,0.246495902,0.216359914
QRE_it,QRE,QRE_it,0.246477169,0.216369028
QRE_it,QRE,QRE_it,0.246458451,0.216378137
QRE_it,QRE,QRE_it,0.246439747,0.216387241
QRE_it,QRE,QRE_it,0.246421057,0.216396342
QRE_it,QRE,QRE_it,0.246402383,0.216405438
QRE_it,QRE,QRE_it,0.246383722,0.216414529
QRE_it,QRE,QRE_it,0.246365077,0.216423616
QRE_it,QRE,QRE_it,0.246346445,0.216432699
QRE_it,QRE,QRE_it,0.246327828,0.216441778
QRE_it,QRE,QRE_it,0.246309225,0.216450852
QRE_it,QRE,QRE_it,0.246290637,0.216459921
QRE_it,QRE,QRE_it,0.246272063,0.216468987
QRE_it,QRE,QRE_it,0.246253504,0.216478048
QRE_it,QRE,QRE_it,0.246234958,0.216487104
QRE_it,QRE,QRE_it,0.246216427,0.216496157
QRE_it,QRE,QRE_it,0.246197911,0.216505205
QRE_it,QRE,QRE_it,0.246179408,0.216514248
QRE_it,QRE,QRE_it,0.24616092,0.216523287
QRE_it,QRE,QRE_it,0.246142446,0.216532322
QRE_it,QRE,QRE_it,0.246123987,0.216541353
QRE_it,QRE,QRE_it,0.246105541,0.216550379
QRE_it,QRE,QRE_it,0.24608711,0.216559401
QRE_it,QRE,QRE_it,0.246068693,0.216568419
QRE_it,QRE,QRE_it,0.24605029,0.216577432
QRE_it,QRE,QRE_it,0.246031901,0.216586441
QRE_it,QRE,QRE_it,0.246013526,0.216595445
QRE_it,QRE,QRE_it,0.245995166,0.216604446
QRE_it,QRE,QRE_it,0.24597682,0.216613442
QRE_it,QRE,QRE_it,0.245958487,0.216622433
QRE_it,QRE,QRE_it,0.245940169,0.21663142
QRE_it,QRE,QRE_it,0.245921865,0.216640403
QRE_it,QRE,QRE_it,0.245903575,0.216649382
QRE_it,QRE,QRE_it,0.245885298,0.216658357
QRE_it,QRE,QRE_it,0.245867036,0.216667327
QRE_it,QRE,QRE_it,0.245848788,0.216676292
QRE_it,QRE,QRE_it,0.245830554,0.216685254
QRE_it,QRE,QRE_it,0.245812334,0.216694211
QRE_it,QRE,QRE_it,0.245794127,0.216703164
QRE_it,QRE,QRE_it,0.245775935,0.216712112
QRE_it,QRE,QRE_it,0.245757757,0.216721057
QRE_it,QRE,QRE_it,0.245739592,0.216729997
QRE_it,QRE,QRE_it,0.245721442,0.216738932
QRE_it,QRE,QRE_it,0.245703305,0.216747864
QRE_it,QRE,QRE_it,0.245685182,0.216756791
QRE_it,QRE,QRE_it,0.245667073,0.216765714
QRE_it,QRE,QRE_it,0.245648977,0.216774632
QRE_it,QRE,QRE_it,0.245630896,0.216783547
QRE_it,QRE,QRE_it,0.245612828,0.216792457
QRE_it,QRE,QRE_it,0.245594774,0.216801363
QRE_it,QRE,QRE_it,0.245576734,0.216810264
QRE_it,QRE,QRE_it,0.245558708,0.216819161
QRE_it,QRE,QRE_it,0.245540695,0.216828054
QRE_it,QRE,QRE_it,0.245522696,0.216836943
QRE_it,QRE,QRE_it,0.245504711,0.216845828
QRE_it,QRE,QRE_it,0.24548674,0.216854708
QRE_it,QRE,QRE_it,0.245468782,0.216863584
QRE_it,QRE,QRE_it,0.245450837,0.216872455
QRE_it,QRE,QRE_it,0.245432907,0.216881323
QRE_it,QRE,QRE_it,0.24541499,0.216890186
QRE_it,QRE,QRE_it,0.245397087,0.216899045
QRE_it,QRE,QRE_it,0.245379197,0.2169079
QRE_it,QRE,QRE_it,0.245361321,0.21691675
QRE_it,QRE,QRE_it,0.245343458,0.216925596
QRE_it,QRE,QRE_it,0.245325609,0.216934438
QRE_it,QRE,QRE_it,0.245307773,0.216943276
QRE_it,QRE,QRE_it,0.245289951,0.21695211
QRE_it,QRE,QRE_it,0.245272143,0.216960939
QRE_it,QRE,QRE_it,0.245254348,0.216969764
QRE_it,QRE,QRE_it,0.245236566,0.216978585
QRE_it,QRE,QRE_it,0.245218798,0.216987402
QRE_it,QRE,QRE_it,0.245201043,0.216996214
QRE_it,QRE,QRE_it,0.245183302,0.217005023
QRE_it,QRE,QRE_it,0.245165574,0.217013827
QRE_it,QRE,QRE_it,0.24514786,0.217022626
QRE_it,QRE,QRE_it,0.245130159,0.217031422
QRE_it,QRE,QRE_it,0.245112471,0.217040213
QRE_it,QRE,QRE_it,0.245094797,0.217049001
QRE_it,QRE,QRE_it,0.245077136,0.217057784
QRE_it,QRE,QRE_it,0.245059488,0.217066562
QRE_it,QRE,QRE_it,0.245041854,0.217075337
QRE_it,QRE,QRE_it,0.245024233,0.217084107
QRE_it,QRE,QRE_it,0.245006625,0.217092874
QRE_it,QRE,QRE_it,0.244989031,0.217101636
QRE_it,QRE,QRE_it,0.24497145,0.217110394
QRE_it,QRE,QRE_it,0.244953882,0.217119147
QRE_it,QRE,QRE_it,0.244936327,0.217127897
QRE_it,QRE,QRE_it,0.244918786,0.217136642
QRE_it,QRE,QRE_it,0.244901257,0.217145383
QRE_it,QRE,QRE_it,0.244883742,0.21715412
QRE_it,QRE,QRE_it,0.24486624,0.217162853
QRE_it,QRE,QRE_it,0.244848751,0.217171582
QRE_it,QRE,QRE_it,0.244831276,0.217180306
QRE_it,QRE,QRE_it,0.244813813,0.217189026
QRE_it,QRE,QRE_it,0.244796364,0.217197742
QRE_it,QRE,QRE_it,0.244778927,0.217206454
QRE_it,QRE,QRE_it,0.244761504,0.217215162
QRE_it,QRE,QRE_it,0.244744094,0.217223866
QRE_it,QRE,QRE_it,0.244726697,0.217232565
QRE_it,QRE,QRE_it,0.244709312,0.217241261
QRE_it,QRE,QRE_it,0.244691941,0.217249952
QRE_it,QRE,QRE_it,0.244674583,0.217258639
QRE_it,QRE,QRE_it,0.244657238,0.217267322
QRE_it,QRE,QRE_it,0.244639906,0.217276001
QRE_it,QRE,QRE_it,0.244622587,0.217284675
QRE_it,QRE,QRE_it,0.244605281,0.217293346
QRE_it,QRE,QRE_it,0.244587988,0.217302012
QRE_it,QRE,QRE_it,0.244570707,0.217310675
QRE_it,QRE,QRE_it,0.24455344,0.217319333
QRE_it,QRE,QRE_it,0.244536185,0.217327987
QRE_it,QRE,QRE_it,0.244518944,0.217336637
QRE_it,QRE,QRE_it,0.244501715,0.217345282
QRE_it,QRE,QRE_it,0.244484499,0.217353924
QRE_it,QRE,QRE_it,0.244467296,0.217362561
QRE_it,QRE,QRE_it,0.244450106,0.217371195
QRE_it,QRE,QRE_it,0.244432928,0.217379824
QRE_it,QRE,QRE_it,0.244415764,0.217388449
QRE_it,QRE,QRE_it,0.244398612,0.21739707
QRE_it,QRE,QRE_it,0.244381473,0.217405687
QRE_it,QRE,QRE_it,0.244364347,0.2174143
QRE_it,QRE,QRE_it,0.244347233,0.217422909
QRE_it,QRE,QRE_it,0.244330132,0.217431514
QRE_it,QRE,QRE_it,0.244313044,0.217440114
QRE_it,QRE,QRE_it,0.244295969,0.217448711
QRE_it,QRE,QRE_it,0.244278906,0.217457303
QRE_it,QRE,QRE_it,0.244261856,0.217465891
QRE_it,QRE,QRE_it,0.244244819,0.217474476
QRE_it,QRE,QRE_it,0.244227794,0.217483056
QRE_it,QRE,QRE_it,0.244210782,0.217491632
QRE_it,QRE,QRE_it,0.244193782,0.217500204
QRE_it,QRE,QRE_it,0.244176795,0.217508772
QRE_it,QRE,QRE_it,0.244159821,0.217517335
QRE_it,QRE,QRE_it,0.24414286,0.217525895
QRE_it,QRE,QRE_it,0.24412591,0.217534451
QRE_it,QRE,QRE_it,0.244108974,0.217543003
QRE_it,QRE,QRE_it,0.24409205,0.21755155
QRE_it,QRE,QRE_it,0.244075138,0.217560094
QRE_it,QRE,QRE_it,0.244058239,0.217568633
QRE_it,QRE,QRE_it,0.244041353,0.217577168
QRE_it,QRE,QRE_it,0.244024479,0.2175857
QRE_it,QRE,QRE_it,0.244007617,0.217594227
QRE_it,QRE,QRE_it,0.243990768,0.21760275
QRE_it,QRE,QRE_it,0.243973932,0.217611269
QRE_it,QRE,QRE_it,0.243957108,0.217619784
QRE_it,QRE,QRE_it,0.243940296,0.217628296
QRE_it,QRE,QRE_it,0.243923496,0.217636803
QRE_it,QRE,QRE_it,0.243906709,0.217645306
QRE_it,QRE,QRE_it,0.243889935,0.217653805
QRE_it,QRE,QRE_it,0.243873173,0.217662299
QRE_it,QRE,QRE_it,0.243856423,0.21767079
QRE_it,QRE,QRE_it,0.243839685,0.217679277
QRE_it,QRE,QRE_it,0.24382296,0.21768776
QRE_it,QRE,QRE_it,0.243806247,0.217696239
QRE_it,QRE,QRE_it,0.243789546,0.217704714
QRE_it,QRE,QRE_it,0.243772858,0.217713184
QRE_it,QRE,QRE_it,0.243756182,0.217721651
QRE_it,QRE,QRE_it,0.243739518,0.217730114
QRE_it,QRE,QRE_it,0.243722867,0.217738573
QRE_it,QRE,QRE_it,0.243706228,0.217747027
QRE_it,QRE,QRE_it,0.2436896,0.217755478
QRE_it,QRE,QRE_it,0.243672986,0.217763925
QRE_it,QRE,QRE_it,0.243656383,0.217772368
QRE_it,QRE,QRE_it,0.243639792,0.217780806
QRE_it,QRE,QRE_it,0.243623214,0.217789241
QRE_it,QRE,QRE_it,0.243606648,0.217797672
QRE_it,QRE,QRE_it,0.243590094,0.217806098
QRE_it,QRE,QRE_it,0.243573552,0.217814521
QRE_it,QRE,QRE_it,0.243557022,0.21782294
QRE_it,QRE,QRE_it,0.243540505,0.217831355
QRE_it,QRE,QRE_it,0.243523999,0.217839765
QRE_it,QRE,QRE_it,0.243507506,0.217848172
QRE_it,QRE,QRE_it,0.243491024,0.217856575
QRE_it,QRE,QRE_it,0.243474555,0.217864974
QRE_it,QRE,QRE_it,0.243458097,0.217873369
QRE_it,QRE,QRE_it,0.243441652,0.217881759
QRE_it,QRE,QRE_it,0.243425219,0.217890146
QRE_it,QRE,QRE_it,0.243408797,0.217898529
QRE_it,QRE,QRE_it,0.243392388,0.217906908
QRE_it,QRE,QRE_it,0.243375991,0.217915283
QRE_it,QRE,QRE_it,0.243359605,0.217923654
QRE_it,QRE,QRE_it,0.243343232,0.217932021
QRE_it,QRE,QRE_it,0.243326871,0.217940384
QRE_it,QRE,QRE_it,0.243310521,0.217948744
QRE_it,QRE,QRE_it,0.243294183,0.217957099
QRE_it,QRE,QRE_it,0.243277858,0.21796545
QRE_it,QRE,QRE_it,0.243261544,0.217973797
QRE_it,QRE,QRE_it,0.243245242,0.217982141
QRE_it,QRE,QRE_it,0.243228952,0.21799048
QRE_it,QRE,QRE_it,0.243212673,0.217998816
QRE_it,QRE,QRE_it,0.243196407,0.218007147
QRE_it,QRE,QRE_it,0.243180152,0.218015475
QRE_it,QRE,QRE_it,0.24316391,0.218023798
QRE_it,QRE,QRE_it,0.243147679,0.218032118
QRE_it,QRE,QRE_it,0.243131459,0.218040434
QRE_it,QRE,QRE_it,0.243115252,0.218048746
QRE_it,QRE,QRE_it,0.243099056,0.218057054
QRE_it,QRE,QRE_it,0.243082872,0.218065358
QRE_it,QRE,QRE_it,0.2430667,0.218073658
QRE_it,QRE,QRE_it,0.24305054,0.218081954
QRE_it,QRE,QRE_it,0.243034391,0.218090247
QRE_it,QRE,QRE_it,0.243018254,0.218098535
QRE_it,QRE,QRE_it,0.243002128,0.218106819
QRE_it,QRE,QRE_it,0.242986015,0.2181151
QRE_it,QRE,QRE_it,0.242969913,0.218123377
QRE_it,QRE,QRE_it,0.242953822,0.218131649
QRE_it,QRE,QRE_it,0.242937744,0.218139918
QRE_it,QRE,QRE_it,0.242921677,0.218148183
QRE_it,QRE,QRE_it,0.242905621,0.218156444
QRE_it,QRE,QRE_it,0.242889577,0.218164701
QRE_it,QRE,QRE_it,0.242873545,0.218172955
QRE_it,QRE,QRE_it,0.242857524,0.218181204
QRE_it,QRE,QRE_it,0.242841515,0.218189449
QRE_it,QRE,QRE_it,0.242825517,0.218197691
QRE_it,QRE,QRE_it,0.242809531,0.218205929
QRE_it,QRE,QRE_it,0.242793557,0.218214163
QRE_it,QRE,QRE_it,0.242777594,0.218222392
QRE_it,QRE,QRE_it,0.242761642,0.218230619
QRE_it,QRE,QRE_it,0.242745702,0.218238841
QRE_it,QRE,QRE_it,0.242729774,0.218247059
QRE_it,QRE,QRE_it,0.242713856,0.218255274
QRE_it,QRE,QRE_it,0.242697951,0.218263484
QRE_it,QRE,QRE_it,0.242682057,0.218271691
QRE_it,QRE,QRE_it,0.242666174,0.218279894
QRE_it,QRE,QRE_it,0.242650303,0.218288093
QRE_it,QRE,QRE_it,0.242634443,0.218296288
QRE_it,QRE,QRE_it,0.242618594,0.218304479
QRE_it,QRE,QRE_it,0.242602757,0.218312667
QRE_it,QRE,QRE_it,0.242586931,0.21832085
QRE_it,QRE,QRE_it,0.242571117,0.21832903
QRE_it,QRE,QRE_it,0.242555314,0.218337206
QRE_it,QRE,QRE_it,0.242539522,0.218345378
QRE_it,QRE,QRE_it,0.242523742,0.218353546
QRE_it,QRE,QRE_it,0.242507973,0.21836171
QRE_it,QRE,QRE_it,0.242492215,0.218369871
QRE_it,QRE,QRE_it,0.242476468,0.218378028
QRE_it,QRE,QRE_it,0.242460733,0.21838618
QRE_it,QRE,QRE_it,0.242445009,0.218394329
QRE_it,QRE,QRE_it,0.242429297,0.218402475
QRE_it,QRE,QRE_it,0.242413595,0.218410616
QRE_it,QRE,QRE_it,0.242397905,0.218418754
QRE_it,QRE,QRE_it,0.242382226,0.218426887
QRE_it,QRE,QRE_it,0.242366558,0.218435017
QRE_it,QRE,QRE_it,0.242350901,0.218443143
QRE_it,QRE,QRE_it,0.242335256,0.218451266
QRE_it,QRE,QRE_it,0.242319622,0.218459384
QRE_it,QRE,QRE_it,0.242303999,0.218467499
QRE_it,QRE,QRE_it,0.242288387,0.218475609
QRE_it,QRE,QRE_it,0.242272786,0.218483716
QRE_it,QRE,QRE_it,0.242257196,0.21849182
QRE_it,QRE,QRE_it,0.242241618,0.218499919
QRE_it,QRE,QRE_it,0.24222605,0.218508015
QRE_it,QRE,QRE_it,0.242210494,0.218516107
QRE_it,QRE,QRE_it,0.242194949,0.218524195
QRE_it,QRE,QRE_it,0.242179415,0.218532279
QRE_it,QRE,QRE_it,0.242163891,0.218540359
QRE_it,QRE,QRE_it,0.242148379,0.218548436
QRE_it,QRE,QRE_it,0.242132878,0.218556509
QRE_it,QRE,QRE_it,0.242117388,0.218564578
QRE_it,QRE,QRE_it,0.242101909,0.218572643
QRE_it,QRE,QRE_it,0.242086441,0.218580705
QRE_it,QRE,QRE_it,0.242070984,0.218588762
QRE_it,QRE,QRE_it,0.242055538,0.218596816
QRE_it,QRE,QRE_it,0.242040103,0.218604867
QRE_it,QRE,QRE_it,0.242024679,0.218612913
QRE_it,QRE,QRE_it,0.242009266,0.218620956
QRE_it,QRE,QRE_it,0.241993863,0.218628995
QRE_it,QRE,QRE_it,0.241978472,0.21863703
QRE_it,QRE,QRE_it,0.241963091,0.218645061
QRE_it,QRE,QRE_it,0.241947722,0.218653089
QRE_it,QRE,QRE_it,0.241932363,0.218661113
QRE_it,QRE,QRE_it,0.241917015,0.218669133
QRE_it,QRE,QRE_it,0.241901679,0.218677149
QRE_it,QRE,QRE_it,0.241886352,0.218685162
QRE_it,QRE,QRE_it,0.241871037,0.21869317
QRE_it,QRE,QRE_it,0.241855733,0.218701175
QRE_it,QRE,QRE_it,0.241840439,0.218709177
QRE_it,QRE,QRE_it,0.241825156,0.218717174
QRE_it,QRE,QRE_it,0.241809884,0.218725168
QRE_it,QRE,QRE_it,0.241794623,0.218733158
QRE_it,QRE,QRE_it,0.241779373,0.218741145
QRE_it,QRE,QRE_it,0.241764133,0.218749128
QRE_it,QRE,QRE_it,0.241748904,0.218757106
QRE_it,QRE,QRE_it,0.241733686,0.218765082
QRE_it,QRE,QRE_it,0.241718479,0.218773053
QRE_it,QRE,QRE_it,0.241703282,0.218781021
QRE_it,QRE,QRE_it,0.241688096,0.218788985
QRE_it,QRE,QRE_it,0.241672921,0.218796945
QRE_it,QRE,QRE_it,0.241657756,0.218804902
QRE_it,QRE,QRE_it,0.241642602,0.218812855
QRE_it,QRE,QRE_it,0.241627459,0.218820804
QRE_it,QRE,QRE_it,0.241612326,0.218828749
QRE_it,QRE,QRE_it,0.241597204,0.218836691
QRE_it,QRE,QRE_it,0.241582093,0.218844629
QRE_it,QRE,QRE_it,0.241566992,0.218852563
QRE_it,QRE,QRE_it,0.241551902,0.218860494
QRE_it,QRE,QRE_it,0.241536823,0.218868421
QRE_it,QRE,QRE_it,0.241521754,0.218876344
QRE_it,QRE,QRE_it,0.241506696,0.218884264
QRE_it,QRE,QRE_it,0.241491648,0.21889218
QRE_it,QRE,QRE_it,0.24147661,0.218900092
QRE_it,QRE,QRE_it,0.241461584,0.218908
QRE_it,QRE,QRE_it,0.241446568,0.218915905
QRE_it,QRE,QRE_it,0.241431562,0.218923806
QRE_it,QRE,QRE_it,0.241416567,0.218931704
QRE_it,QRE,QRE_it,0.241401582,0.218939597
QRE_it,QRE,QRE_it,0.241386608,0.218947487
QRE_it,QRE,QRE_it,0.241371645,0.218955374
QRE_it,QRE,QRE_it,0.241356691,0.218963257
QRE_it,QRE,QRE_it,0.241341749,0.218971136
QRE_it,QRE,QRE_it,0.241326816,0.218979011
QRE_it,QRE,QRE_it,0.241311895,0.218986883
QRE_it,QRE,QRE_it,0.241296983,0.218994751
QRE_it,QRE,QRE_it,0.241282082,0.219002615
QRE_it,QRE,QRE_it,0.241267192,0.219010476
QRE_it,QRE,QRE_it,0.241252311,0.219018333
QRE_it,QRE,QRE_it,0.241237442,0.219026186
QRE_it,QRE,QRE_it,0.241222582,0.219034036
QRE_it,QRE,QRE_it,0.241207733,0.219041882
QRE_it,QRE,QRE_it,0.241192895,0.219049725
QRE_it,QRE,QRE_it,0.241178066,0.219057563
QRE_it,QRE,QRE_it,0.241163248,0.219065399
QRE_it,QRE,QRE_it,0.24114844,0.21907323
QRE_it,QRE,QRE_it,0.241133643,0.219081058
QRE_it,QRE,QRE_it,0.241118856,0.219088882
QRE_it,QRE,QRE_it,0.241104079,0.219096703
QRE_it,QRE,QRE_it,0.241089313,0.21910452
QRE_it,QRE,QRE_it,0.241074556,0.219112333
QRE_it,QRE,QRE_it,0.24105981,0.219120143
QRE_it,QRE,QRE_it,0.241045075,0.219127949
QRE_it,QRE,QRE_it,0.241030349,0.219135751
QRE_it,QRE,QRE_it,0.241015634,0.21914355
QRE_it,QRE,QRE_it,0.241000929,0.219151345
QRE_it,QRE,QRE_it,0.240986234,0.219159137
QRE_it,QRE,QRE_it,0.240971549,0.219166925
QRE_it,QRE,QRE_it,0.240956875,0.219174709
QRE_it,QRE,QRE_it,0.24094221,0.21918249
QRE_it,QRE,QRE_it,0.240927556,0.219190267
QRE_it,QRE,QRE_it,0.240912912,0.219198041
QRE_it,QRE,QRE_it,0.240898279,0.219205811
QRE_it,QRE,QRE_it,0.240883655,0.219213577
QRE_it,QRE,QRE_it,0.240869041,0.21922134
QRE_it,QRE,QRE_it,0.240854438,0.219229099
QRE_it,QRE,QRE_it,0.240839844,0.219236854
QRE_it,QRE,QRE_it,0.240825261,0.219244606
QRE_it,QRE,QRE_it,0.240810688,0.219252355
QRE_it,QRE,QRE_it,0.240796125,0.219260099
QRE_it,QRE,QRE_it,0.240781572,0.21926784
QRE_it,QRE,QRE_it,0.240767029,0.219275578
QRE_it,QRE,QRE_it,0.240752496,0.219283312
QRE_it,QRE,QRE_it,0.240737973,0.219291042
QRE_it,QRE,QRE_it,0.24072346,0.219298769
QRE_it,QRE,QRE_it,0.240708957,0.219306492
QRE_it,QRE,QRE_it,0.240694464,0.219314212
QRE_it,QRE,QRE_it,0.240679982,0.219321928
QRE_it,QRE,QRE_it,0.240665509,0.219329641
QRE_it,QRE,QRE_it,0.240651046,0.21933735
QRE_it,QRE,QRE_it,0.240636593,0.219345055
QRE_it,QRE,QRE_it,0.24062215,0.219352757
QRE_it,QRE,QRE_it,0.240607717,0.219360455
QRE_it,QRE,QRE_it,0.240593294,0.21936815
QRE_it,QRE,QRE_it,0.24057888,0.219375841
QRE_it,QRE,QRE_it,0.240564477,0.219383528
QRE_it,QRE,QRE_it,0.240550084,0.219391212
QRE_it,QRE,QRE_it,0.2405357,0.219398893
QRE_it,QRE,QRE_it,0.240521327,0.21940657
QRE_it,QRE,QRE_it,0.240506963,0.219414243
QRE_it,QRE,QRE_it,0.240492609,0.219421913
QRE_it,QRE,QRE_it,0.240478265,0.219429579
QRE_it,QRE,QRE_it,0.240463931,0.219437242
QRE_it,QRE,QRE_it,0.240449606,0.219444901
QRE_it,QRE,QRE_it,0.240435292,0.219452557
QRE_it,QRE,QRE_it,0.240420987,0.219460209
QRE_it,QRE,QRE_it,0.240406692,0.219467858
QRE_it,QRE,QRE_it,0.240392407,0.219475503
QRE_it,QRE,QRE_it,0.240378132,0.219483144
QRE_it,QRE,QRE_it,0.240363866,0.219490782
QRE_it,QRE,QRE_it,0.24034961,0.219498417
QRE_it,QRE,QRE_it,0.240335364,0.219506047
QRE_it,QRE,QRE_it,0.240321128,0.219513675
QRE_it,QRE,QRE_it,0.240306901,0.219521299
QRE_it,QRE,QRE_it,0.240292685,0.219528919
QRE_it,QRE,QRE_it,0.240278478,0.219536536
QRE_it,QRE,QRE_it,0.24026428,0.219544149
QRE_it,QRE,QRE_it,0.240250092,0.219551759
QRE_it,QRE,QRE_it,0.240235914,0.219559366
QRE_it,QRE,QRE_it,0.240221746,0.219566968
QRE_it,QRE,QRE_it,0.240207587,0.219574568
QRE_it,QRE,QRE_it,0.240193438,0.219582164
QRE_it,QRE,QRE_it,0.240179299,0.219589756
QRE_it,QRE,QRE_it,0.240165169,0.219597345
