examiner_total_payoff,examiner_strategy,ex_strategy,group_id_sess,round_number,student_total_payoff,player.company_decision,st_strategy,framed,dataset,strat_concat,cell_number,payoff_round_examiner,payoff_round_student
232,Don't Control,0,12,17,230,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
183,Control,1,13,17,144,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
217,Control,1,14,17,182,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
230,Don't Control,0,1,18,230,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
249,Don't Control,0,2,18,248,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
193,Control,1,3,18,188,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
223,Don't Control,0,4,18,230,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
205,Don't Control,0,5,18,204,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
213,Don't Control,0,6,18,224,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
252,Don't Control,0,7,18,252,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
223,Don't Control,0,8,18,230,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
202,Control,1,9,18,176,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
224,Control,1,10,18,196,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
195,Control,1,11,18,144,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
246,Don't Control,0,12,18,244,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
194,Control,1,13,18,154,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
231,Don't Control,0,14,18,196,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
244,Don't Control,0,1,19,244,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
263,Don't Control,0,2,19,262,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
207,Don't Control,0,3,19,202,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
237,Don't Control,0,4,19,244,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
219,Don't Control,0,5,19,218,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
227,Don't Control,0,6,19,238,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
266,Don't Control,0,7,19,266,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
237,Don't Control,0,8,19,244,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
213,Control,1,9,19,186,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
235,Control,1,10,19,206,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
207,Control,1,11,19,146,Cheat,1,0,18,"Control, Cheat",1,12,2
260,Don't Control,0,12,19,258,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
205,Control,1,13,19,164,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
234,Don't Control,0,14,19,212,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
258,Don't Control,0,1,20,258,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
277,Don't Control,0,2,20,276,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
218,Control,1,3,20,212,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
248,Control,1,4,20,254,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
222,Don't Control,0,5,20,234,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
241,Don't Control,0,6,20,252,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
280,Don't Control,0,7,20,280,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
251,Don't Control,0,8,20,258,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
224,Control,1,9,20,196,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
249,Don't Control,0,10,20,220,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
218,Control,1,11,20,156,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
274,Don't Control,0,12,20,272,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
216,Control,1,13,20,174,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
248,Don't Control,0,14,20,226,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
272,Don't Control,0,1,21,272,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
291,Don't Control,0,2,21,290,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
232,Don't Control,0,3,21,226,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
259,Control,1,4,21,264,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
236,Don't Control,0,5,21,248,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
244,Don't Control,0,6,21,268,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
294,Don't Control,0,7,21,294,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
254,Don't Control,0,8,21,274,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
235,Control,1,9,21,206,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
263,Don't Control,0,10,21,234,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
232,Don't Control,0,11,21,170,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
288,Don't Control,0,12,21,286,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
227,Control,1,13,21,184,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
259,Control,1,14,21,236,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
286,Don't Control,0,1,22,286,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
305,Don't Control,0,2,22,304,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
243,Control,1,3,22,236,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
270,Control,1,4,22,274,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
250,Don't Control,0,5,22,262,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
255,Control,1,6,22,278,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
308,Don't Control,0,7,22,308,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
265,Control,1,8,22,284,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
249,Don't Control,0,9,22,220,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
277,Don't Control,0,10,22,248,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
243,Control,1,11,22,180,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
302,Don't Control,0,12,22,300,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
238,Control,1,13,22,194,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
273,Don't Control,0,14,22,250,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
300,Don't Control,0,1,23,300,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
319,Don't Control,0,2,23,318,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
254,Control,1,3,23,246,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
282,Control,1,4,23,276,Cheat,1,0,18,"Control, Cheat",1,12,2
264,Don't Control,0,5,23,276,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
269,Don't Control,0,6,23,292,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
322,Don't Control,0,7,23,322,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
276,Control,1,8,23,294,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
260,Control,1,9,23,230,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
291,Don't Control,0,10,23,262,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
254,Control,1,11,23,190,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
316,Don't Control,0,12,23,314,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
249,Control,1,13,23,204,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
287,Don't Control,0,14,23,264,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
314,Don't Control,0,1,24,314,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
333,Don't Control,0,2,24,332,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
265,Control,1,3,24,256,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
285,Don't Control,0,4,24,292,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
267,Don't Control,0,5,24,292,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
283,Don't Control,0,6,24,306,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
336,Don't Control,0,7,24,336,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
287,Control,1,8,24,304,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
271,Control,1,9,24,240,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
302,Control,1,10,24,272,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
265,Control,1,11,24,200,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
330,Don't Control,0,12,24,328,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
260,Control,1,13,24,214,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
298,Control,1,14,24,274,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
328,Don't Control,0,1,25,328,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
347,Don't Control,0,2,25,346,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
279,Don't Control,0,3,25,270,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
299,Don't Control,0,4,25,306,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
281,Don't Control,0,5,25,306,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
297,Don't Control,0,6,25,320,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
350,Don't Control,0,7,25,350,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
298,Control,1,8,25,314,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
285,Don't Control,0,9,25,254,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
316,Don't Control,0,10,25,286,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
276,Control,1,11,25,210,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
344,Don't Control,0,12,25,342,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
271,Control,1,13,25,224,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
312,Don't Control,0,14,25,288,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
342,Don't Control,0,1,26,342,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
361,Don't Control,0,2,26,360,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
293,Don't Control,0,3,26,284,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
313,Don't Control,0,4,26,320,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
295,Don't Control,0,5,26,320,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
311,Don't Control,0,6,26,334,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
364,Don't Control,0,7,26,364,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
309,Control,1,8,26,324,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
296,Control,1,9,26,264,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
330,Don't Control,0,10,26,300,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
287,Control,1,11,26,220,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
358,Don't Control,0,12,26,356,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
285,Don't Control,0,13,26,238,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
326,Don't Control,0,14,26,302,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
356,Don't Control,0,1,27,356,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
375,Don't Control,0,2,27,374,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
307,Don't Control,0,3,27,298,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
327,Don't Control,0,4,27,334,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
298,Don't Control,0,5,27,336,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
325,Don't Control,0,6,27,348,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
378,Don't Control,0,7,27,378,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
320,Control,1,8,27,334,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
307,Control,1,9,27,274,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
341,Control,1,10,27,310,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
298,Control,1,11,27,230,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
372,Don't Control,0,12,27,370,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
299,Don't Control,0,13,27,252,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
329,Don't Control,0,14,27,318,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
370,Don't Control,0,1,28,370,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
389,Don't Control,0,2,28,388,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
321,Don't Control,0,3,28,312,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
341,Don't Control,0,4,28,348,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
312,Don't Control,0,5,28,350,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
339,Don't Control,0,6,28,362,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
392,Don't Control,0,7,28,392,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
331,Control,1,8,28,344,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
318,Control,1,9,28,284,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
352,Control,1,10,28,320,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
309,Control,1,11,28,240,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
386,Don't Control,0,12,28,384,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
313,Don't Control,0,13,28,266,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
343,Don't Control,0,14,28,332,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
384,Don't Control,0,1,29,384,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
403,Don't Control,0,2,29,402,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
335,Don't Control,0,3,29,326,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
355,Don't Control,0,4,29,362,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
326,Don't Control,0,5,29,364,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
342,Don't Control,0,6,29,378,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
406,Don't Control,0,7,29,406,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
342,Control,1,8,29,354,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
329,Control,1,9,29,294,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
363,Control,1,10,29,330,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
320,Control,1,11,29,250,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
400,Don't Control,0,12,29,398,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
327,Don't Control,0,13,29,280,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
355,Control,1,14,29,334,Cheat,1,0,18,"Control, Cheat",1,12,2
398,Don't Control,0,1,30,398,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
417,Don't Control,0,2,30,416,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
349,Don't Control,0,3,30,340,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
369,Don't Control,0,4,30,376,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
329,Don't Control,0,5,30,380,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
356,Don't Control,0,6,30,392,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
420,Don't Control,0,7,30,420,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
353,Control,1,8,30,364,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
340,Control,1,9,30,304,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
374,Control,1,10,30,340,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
334,Don't Control,0,11,30,264,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
414,Don't Control,0,12,30,412,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
341,Don't Control,0,13,30,294,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
369,Don't Control,0,14,30,348,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
412,Don't Control,0,1,31,412,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
431,Don't Control,0,2,31,430,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
363,Don't Control,0,3,31,354,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
383,Don't Control,0,4,31,390,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
340,Control,1,5,31,390,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
370,Don't Control,0,6,31,406,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
434,Don't Control,0,7,31,434,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
364,Control,1,8,31,374,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
351,Control,1,9,31,314,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
388,Don't Control,0,10,31,354,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
345,Control,1,11,31,274,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
428,Don't Control,0,12,31,426,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
355,Don't Control,0,13,31,308,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
380,Control,1,14,31,358,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
426,Don't Control,0,1,32,426,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
445,Don't Control,0,2,32,444,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
377,Don't Control,0,3,32,368,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
397,Don't Control,0,4,32,404,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
354,Don't Control,0,5,32,404,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
384,Don't Control,0,6,32,420,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
448,Don't Control,0,7,32,448,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
375,Control,1,8,32,384,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
362,Control,1,9,32,324,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
402,Don't Control,0,10,32,368,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
356,Control,1,11,32,284,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
442,Don't Control,0,12,32,440,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
369,Don't Control,0,13,32,322,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
394,Don't Control,0,14,32,372,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
440,Don't Control,0,1,33,440,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
459,Don't Control,0,2,33,458,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
391,Don't Control,0,3,33,382,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
411,Don't Control,0,4,33,418,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
368,Don't Control,0,5,33,418,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
398,Don't Control,0,6,33,434,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
462,Don't Control,0,7,33,462,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
386,Control,1,8,33,394,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
373,Control,1,9,33,334,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
416,Don't Control,0,10,33,382,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
367,Control,1,11,33,294,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
456,Don't Control,0,12,33,454,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
383,Don't Control,0,13,33,336,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
408,Don't Control,0,14,33,386,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
454,Don't Control,0,1,34,454,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
473,Don't Control,0,2,34,472,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
405,Don't Control,0,3,34,396,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
425,Don't Control,0,4,34,432,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
371,Don't Control,0,5,34,434,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
412,Don't Control,0,6,34,448,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
476,Don't Control,0,7,34,476,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
400,Don't Control,0,8,34,408,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
384,Control,1,9,34,344,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
430,Don't Control,0,10,34,396,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
378,Control,1,11,34,304,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
470,Don't Control,0,12,34,468,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
397,Don't Control,0,13,34,350,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
422,Don't Control,0,14,34,400,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
468,Don't Control,0,1,35,468,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
487,Don't Control,0,2,35,486,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
419,Don't Control,0,3,35,410,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
436,Control,1,4,35,442,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
382,Control,1,5,35,444,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
426,Don't Control,0,6,35,462,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
490,Don't Control,0,7,35,490,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
414,Don't Control,0,8,35,422,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
398,Don't Control,0,9,35,358,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
444,Don't Control,0,10,35,410,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
389,Control,1,11,35,314,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
484,Don't Control,0,12,35,482,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
400,Don't Control,0,13,35,366,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
436,Don't Control,0,14,35,414,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
482,Don't Control,0,1,36,482,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
501,Don't Control,0,2,36,500,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
433,Don't Control,0,3,36,424,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
447,Control,1,4,36,452,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
393,Control,1,5,36,454,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
429,Don't Control,0,6,36,478,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
504,Don't Control,0,7,36,504,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
428,Don't Control,0,8,36,436,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
409,Control,1,9,36,368,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
458,Don't Control,0,10,36,424,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
400,Control,1,11,36,324,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
498,Don't Control,0,12,36,496,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
411,Control,1,13,36,376,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
439,Don't Control,0,14,36,430,Cheat,1,0,18,"Don't Control, Cheat",3,3,16
496,Don't Control,0,1,37,496,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
515,Don't Control,0,2,37,514,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
447,Don't Control,0,3,37,438,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
458,Control,1,4,37,462,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
407,Don't Control,0,5,37,468,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
443,Don't Control,0,6,37,492,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
518,Don't Control,0,7,37,518,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
442,Don't Control,0,8,37,450,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
420,Control,1,9,37,378,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
472,Don't Control,0,10,37,438,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
411,Control,1,11,37,334,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
512,Don't Control,0,12,37,510,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
422,Control,1,13,37,386,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
450,Control,1,14,37,440,Don't Cheat,0,0,18,"Control, Don't Cheat",2,11,10
510,Don't Control,0,1,38,510,Don't Cheat,0,0,18,"Don't Control, Don't Cheat",4,14,14
