participant_id_in_session,participant_code,participant_time_started,player_id,player_total_payoff,player_tax_office_decision,player_company_decision,p1s1,p2s1,s1,s2,group_id_in_subsession,round_number,session_code,framed,dataset,game_id,p1s1_cumulative,p2s1_cumulative,gender,p1_payoff,p2_payoff,degree_str,degree,Age,age_str,nationality,s1_cumulative,s1_freq,Framing,treatment
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,118,,Don't Cheat,0,0,0,1,12,9,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,120,Don't Control,,0,0,0,1,12,9,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.222222222,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,132,,Don't Cheat,0,0,0,1,12,10,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,134,Don't Control,,0,0,0,1,12,10,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.2,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,146,,Don't Cheat,0,0,0,1,12,11,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,148,Don't Control,,0,0,0,1,12,11,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.181818182,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,160,,Don't Cheat,0,0,0,1,12,12,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,162,Don't Control,,0,0,0,1,12,12,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.166666667,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,174,,Don't Cheat,0,0,0,1,12,13,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,176,Don't Control,,0,0,0,1,12,13,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.153846154,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,188,,Don't Cheat,0,0,0,1,12,14,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,190,Don't Control,,0,0,0,1,12,14,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.142857143,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,202,,Don't Cheat,0,0,0,1,12,15,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,204,Don't Control,,0,0,0,1,12,15,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.133333333,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,216,,Don't Cheat,0,0,0,1,12,16,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,218,Don't Control,,0,0,0,1,12,16,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.125,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,230,,Don't Cheat,0,0,0,1,12,17,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,232,Don't Control,,0,0,0,1,12,17,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.117647059,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,244,,Don't Cheat,0,0,0,1,12,18,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,246,Don't Control,,0,0,0,1,12,18,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.111111111,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,258,,Don't Cheat,0,0,0,1,12,19,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,260,Don't Control,,0,0,0,1,12,19,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.105263158,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,272,,Don't Cheat,0,0,0,1,12,20,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,274,Don't Control,,0,0,0,1,12,20,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.1,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,286,,Don't Cheat,0,0,0,1,12,21,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,288,Don't Control,,0,0,0,1,12,21,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.095238095,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,300,,Don't Cheat,0,0,0,1,12,22,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,302,Don't Control,,0,0,0,1,12,22,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.090909091,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,314,,Don't Cheat,0,0,0,1,12,23,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,316,Don't Control,,0,0,0,1,12,23,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.086956522,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,328,,Don't Cheat,0,0,0,1,12,24,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,330,Don't Control,,0,0,0,1,12,24,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.083333333,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,342,,Don't Cheat,0,0,0,1,12,25,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,344,Don't Control,,0,0,0,1,12,25,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.08,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,356,,Don't Cheat,0,0,0,1,12,26,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,358,Don't Control,,0,0,0,1,12,26,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.076923077,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,370,,Don't Cheat,0,0,0,1,12,27,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,372,Don't Control,,0,0,0,1,12,27,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.074074074,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,384,,Don't Cheat,0,0,0,1,12,28,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,386,Don't Control,,0,0,0,1,12,28,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.071428571,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,398,,Don't Cheat,0,0,0,1,12,29,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,400,Don't Control,,0,0,0,1,12,29,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.068965517,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,412,,Don't Cheat,0,0,0,1,12,30,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,414,Don't Control,,0,0,0,1,12,30,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.066666667,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,426,,Don't Cheat,0,0,0,1,12,31,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,428,Don't Control,,0,0,0,1,12,31,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.064516129,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,440,,Don't Cheat,0,0,0,1,12,32,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,442,Don't Control,,0,0,0,1,12,32,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.0625,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,454,,Don't Cheat,0,0,0,1,12,33,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,456,Don't Control,,0,0,0,1,12,33,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.060606061,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,468,,Don't Cheat,0,0,0,1,12,34,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,470,Don't Control,,0,0,0,1,12,34,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.058823529,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,482,,Don't Cheat,0,0,0,1,12,35,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,484,Don't Control,,0,0,0,1,12,35,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.057142857,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,496,,Don't Cheat,0,0,0,1,12,36,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,498,Don't Control,,0,0,0,1,12,36,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.055555556,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,510,,Don't Cheat,0,0,0,1,12,37,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,512,Don't Control,,0,0,0,1,12,37,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.054054054,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,524,,Don't Cheat,0,0,0,1,12,38,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,526,Don't Control,,0,0,0,1,12,38,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.052631579,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,538,,Don't Cheat,0,0,0,1,12,39,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,540,Don't Control,,0,0,0,1,12,39,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.051282051,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,552,,Don't Cheat,0,0,0,1,12,40,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,554,Don't Control,,0,0,0,1,12,40,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.05,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,566,,Don't Cheat,0,0,0,1,12,41,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,568,Don't Control,,0,0,0,1,12,41,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.048780488,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,580,,Don't Cheat,0,0,0,1,12,42,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,582,Don't Control,,0,0,0,1,12,42,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.047619048,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,594,,Don't Cheat,0,0,0,1,12,43,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,596,Don't Control,,0,0,0,1,12,43,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.046511628,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,608,,Don't Cheat,0,0,0,1,12,44,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,610,Don't Control,,0,0,0,1,12,44,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.045454545,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,622,,Don't Cheat,0,0,0,1,12,45,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,624,Don't Control,,0,0,0,1,12,45,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.044444444,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,636,,Don't Cheat,0,0,0,1,12,46,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,638,Don't Control,,0,0,0,1,12,46,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.043478261,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,650,,Don't Cheat,0,0,0,1,12,47,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,652,Don't Control,,0,0,0,1,12,47,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.042553191,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,664,,Don't Cheat,0,0,0,1,12,48,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,666,Don't Control,,0,0,0,1,12,48,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.041666667,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,678,,Don't Cheat,0,0,0,1,12,49,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,680,Don't Control,,0,0,0,1,12,49,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.040816327,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,692,,Don't Cheat,0,0,0,1,12,50,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,694,Don't Control,,0,0,0,1,12,50,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.04,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,706,,Don't Cheat,0,0,0,1,12,51,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,708,Don't Control,,0,0,0,1,12,51,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.039215686,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,720,,Don't Cheat,0,0,0,1,12,52,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,722,Don't Control,,0,0,0,1,12,52,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.038461538,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,734,,Don't Cheat,0,0,0,1,12,53,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,736,Don't Control,,0,0,0,1,12,53,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.037735849,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,748,,Don't Cheat,0,0,0,1,12,54,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,750,Don't Control,,0,0,0,1,12,54,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.037037037,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,762,,Don't Cheat,0,0,0,1,12,55,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,764,Don't Control,,0,0,0,1,12,55,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.036363636,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,776,,Don't Cheat,0,0,0,1,12,56,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,778,Don't Control,,0,0,0,1,12,56,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.035714286,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,790,,Don't Cheat,0,0,0,1,12,57,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,792,Don't Control,,0,0,0,1,12,57,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.035087719,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,804,,Don't Cheat,0,0,0,1,12,58,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,806,Don't Control,,0,0,0,1,12,58,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.034482759,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,818,,Don't Cheat,0,0,0,1,12,59,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,820,Don't Control,,0,0,0,1,12,59,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.033898305,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,832,,Don't Cheat,0,0,0,1,12,60,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,834,Don't Control,,0,0,0,1,12,60,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.033333333,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,846,,Don't Cheat,0,0,0,1,12,61,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,848,Don't Control,,0,0,0,1,12,61,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.032786885,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,860,,Don't Cheat,0,0,0,1,12,62,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,862,Don't Control,,0,0,0,1,12,62,spotdigz,0,18,1812,2,0,1,14,0,Sonstige,14,4,35-44,Germany,2,0.032258065,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,870,,Don't Cheat,0,0,0,1,12,63,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,873,Control,,1,0,1,0,12,63,spotdigz,0,18,1812,3,0,1,11,0,Sonstige,14,4,35-44,Germany,3,0.047619048,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,880,,Don't Cheat,0,0,0,1,12,64,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,884,Control,,1,0,1,0,12,64,spotdigz,0,18,1812,4,0,1,11,0,Sonstige,14,4,35-44,Germany,4,0.0625,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,894,,Don't Cheat,0,0,0,1,12,65,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,898,Don't Control,,0,0,0,1,12,65,spotdigz,0,18,1812,4,0,1,14,0,Sonstige,14,4,35-44,Germany,4,0.061538462,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,904,,Don't Cheat,0,0,0,1,12,66,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,909,Control,,1,0,1,0,12,66,spotdigz,0,18,1812,5,0,1,11,0,Sonstige,14,4,35-44,Germany,5,0.075757576,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,918,,Don't Cheat,0,0,0,1,12,67,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,923,Don't Control,,0,0,0,1,12,67,spotdigz,0,18,1812,5,0,1,14,0,Sonstige,14,4,35-44,Germany,5,0.074626866,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,932,,Don't Cheat,0,0,0,1,12,68,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,937,Don't Control,,0,0,0,1,12,68,spotdigz,0,18,1812,5,0,1,14,0,Sonstige,14,4,35-44,Germany,5,0.073529412,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,946,,Don't Cheat,0,0,0,1,12,69,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,951,Don't Control,,0,0,0,1,12,69,spotdigz,0,18,1812,5,0,1,14,0,Sonstige,14,4,35-44,Germany,5,0.072463768,0,unframed
24,icec28hf,2021-03-18 10:13:30.461699+00:00,2,960,,Don't Cheat,0,0,0,1,12,70,spotdigz,0,18,1812,0,0,2,0,14,Economics and Finance,10,3,25-34,Viet Nam,0,0,0,unframed
23,t1tzrcmi,2021-03-18 10:13:28.031955+00:00,1,965,Don't Control,,0,0,0,1,12,70,spotdigz,0,18,1812,5,0,1,14,0,Sonstige,14,4,35-44,Germany,5,0.071428571,0,unframed
25,chdxrfak,2021-03-18 10:13:32.259363+00:00,1,11,Control,,1,0,1,0,13,1,spotdigz,0,18,1813,1,0,1,11,0,Gender and Diversity,14,3,25-34,Nepal,1,1,0,unframed
26,elxbu53y,2021-03-18 10:13:38.425906+00:00,2,10,,Don't Cheat,0,0,0,1,13,1,spotdigz,0,18,1813,0,0,2,0,14,"Agribusiness, B.A.",1,3,25-34,Nigeria,0,0,0,unframed
25,chdxrfak,2021-03-18 10:13:32.259363+00:00,1,22,Control,,1,0,1,0,13,2,spotdigz,0,18,1813,2,0,1,11,0,Gender and Diversity,14,3,25-34,Nepal,2,1,0,unframed
