participant_id_in_session,participant_code,participant_time_started,player_id,player_total_payoff,player_tax_office_decision,player_company_decision,p1s1,p2s1,s1,s2,group_id_in_subsession,round_number,session_code,framed,dataset,game_id,p1s1_cumulative,p2s1_cumulative,gender,p1_payoff,p2_payoff,degree_str,degree,Age,age_str,nationality,s1_cumulative,s1_freq,Framing,treatment
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,224,,Don't Cheat,0,0,0,1,3,18,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.611111111,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,152,Control,,1,0,1,0,3,18,7igvdhlu,1,15,153,5,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",5,0.277777778,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,234,,Don't Cheat,0,0,0,1,3,19,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.578947368,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,163,Control,,1,0,1,0,3,19,7igvdhlu,1,15,153,6,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",6,0.315789474,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,244,,Don't Cheat,0,0,0,1,3,20,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.55,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,174,Control,,1,0,1,0,3,20,7igvdhlu,1,15,153,7,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",7,0.35,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,254,,Don't Cheat,0,0,0,1,3,21,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.523809524,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,185,Control,,1,0,1,0,3,21,7igvdhlu,1,15,153,8,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",8,0.380952381,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,264,,Don't Cheat,0,0,0,1,3,22,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.5,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,196,Control,,1,0,1,0,3,22,7igvdhlu,1,15,153,9,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",9,0.409090909,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,274,,Don't Cheat,0,0,0,1,3,23,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.47826087,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,207,Control,,1,0,1,0,3,23,7igvdhlu,1,15,153,10,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",10,0.434782609,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,288,,Don't Cheat,0,0,0,1,3,24,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.458333333,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,221,Don't Control,,0,0,0,1,3,24,7igvdhlu,1,15,153,10,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",10,0.416666667,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,298,,Don't Cheat,0,0,0,1,3,25,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.44,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,232,Control,,1,0,1,0,3,25,7igvdhlu,1,15,153,11,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",11,0.44,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,312,,Don't Cheat,0,0,0,1,3,26,7igvdhlu,1,15,153,0,11,2,0,14,International Business and Social Siences,20,2,18-24,Germany,11,0.423076923,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,246,Don't Control,,0,0,0,1,3,26,7igvdhlu,1,15,153,11,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",11,0.423076923,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,328,,Cheat,0,1,1,0,3,27,7igvdhlu,1,15,153,0,12,2,0,16,International Business and Social Siences,20,2,18-24,Germany,12,0.444444444,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,249,Don't Control,,0,0,0,1,3,27,7igvdhlu,1,15,153,11,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",11,0.407407407,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,330,,Cheat,0,1,1,0,3,28,7igvdhlu,1,15,153,0,13,2,0,16,International Business and Social Siences,20,2,18-24,Germany,13,0.464285714,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,261,Control,,1,0,1,0,3,28,7igvdhlu,1,15,153,12,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",12,0.428571429,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,340,,Don't Cheat,0,0,0,1,3,29,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.448275862,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,272,Control,,1,0,1,0,3,29,7igvdhlu,1,15,153,13,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",13,0.448275862,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,350,,Don't Cheat,0,0,0,1,3,30,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.433333333,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,283,Control,,1,0,1,0,3,30,7igvdhlu,1,15,153,14,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",14,0.466666667,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,360,,Don't Cheat,0,0,0,1,3,31,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.419354839,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,294,Control,,1,0,1,0,3,31,7igvdhlu,1,15,153,15,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",15,0.483870968,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,370,,Don't Cheat,0,0,0,1,3,32,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.40625,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,305,Control,,1,0,1,0,3,32,7igvdhlu,1,15,153,16,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",16,0.5,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,380,,Don't Cheat,0,0,0,1,3,33,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.393939394,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,316,Control,,1,0,1,0,3,33,7igvdhlu,1,15,153,17,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",17,0.515151515,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,390,,Don't Cheat,0,0,0,1,3,34,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.382352941,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,327,Control,,1,0,1,0,3,34,7igvdhlu,1,15,153,18,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",18,0.529411765,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,400,,Don't Cheat,0,0,0,1,3,35,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.371428571,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,338,Control,,1,0,1,0,3,35,7igvdhlu,1,15,153,19,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",19,0.542857143,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,414,,Don't Cheat,0,0,0,1,3,36,7igvdhlu,1,15,153,0,13,2,0,14,International Business and Social Siences,20,2,18-24,Germany,13,0.361111111,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,352,Don't Control,,0,0,0,1,3,36,7igvdhlu,1,15,153,19,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",19,0.527777778,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,416,,Cheat,0,1,1,0,3,37,7igvdhlu,1,15,153,0,14,2,0,16,International Business and Social Siences,20,2,18-24,Germany,14,0.378378378,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,364,Control,,1,0,1,0,3,37,7igvdhlu,1,15,153,20,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",20,0.540540541,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,418,,Cheat,0,1,1,0,3,38,7igvdhlu,1,15,153,0,15,2,0,16,International Business and Social Siences,20,2,18-24,Germany,15,0.394736842,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,376,Control,,1,0,1,0,3,38,7igvdhlu,1,15,153,21,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",21,0.552631579,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,428,,Don't Cheat,0,0,0,1,3,39,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.384615385,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,387,Control,,1,0,1,0,3,39,7igvdhlu,1,15,153,22,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",22,0.564102564,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,438,,Don't Cheat,0,0,0,1,3,40,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.375,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,398,Control,,1,0,1,0,3,40,7igvdhlu,1,15,153,23,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",23,0.575,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,448,,Don't Cheat,0,0,0,1,3,41,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.365853659,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,409,Control,,1,0,1,0,3,41,7igvdhlu,1,15,153,24,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",24,0.585365854,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,458,,Don't Cheat,0,0,0,1,3,42,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.357142857,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,420,Control,,1,0,1,0,3,42,7igvdhlu,1,15,153,25,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",25,0.595238095,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,472,,Don't Cheat,0,0,0,1,3,43,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.348837209,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,434,Don't Control,,0,0,0,1,3,43,7igvdhlu,1,15,153,25,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",25,0.581395349,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,482,,Don't Cheat,0,0,0,1,3,44,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.340909091,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,445,Control,,1,0,1,0,3,44,7igvdhlu,1,15,153,26,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",26,0.590909091,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,492,,Don't Cheat,0,0,0,1,3,45,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.333333333,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,456,Control,,1,0,1,0,3,45,7igvdhlu,1,15,153,27,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",27,0.6,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,502,,Don't Cheat,0,0,0,1,3,46,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.326086957,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,467,Control,,1,0,1,0,3,46,7igvdhlu,1,15,153,28,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",28,0.608695652,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,516,,Don't Cheat,0,0,0,1,3,47,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.319148936,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,481,Don't Control,,0,0,0,1,3,47,7igvdhlu,1,15,153,28,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",28,0.595744681,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,526,,Don't Cheat,0,0,0,1,3,48,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.3125,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,492,Control,,1,0,1,0,3,48,7igvdhlu,1,15,153,29,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",29,0.604166667,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,536,,Don't Cheat,0,0,0,1,3,49,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.306122449,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,503,Control,,1,0,1,0,3,49,7igvdhlu,1,15,153,30,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",30,0.612244898,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,550,,Don't Cheat,0,0,0,1,3,50,7igvdhlu,1,15,153,0,15,2,0,14,International Business and Social Siences,20,2,18-24,Germany,15,0.3,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,517,Don't Control,,0,0,0,1,3,50,7igvdhlu,1,15,153,30,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",30,0.6,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,552,,Cheat,0,1,1,0,3,51,7igvdhlu,1,15,153,0,16,2,0,16,International Business and Social Siences,20,2,18-24,Germany,16,0.31372549,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,529,Control,,1,0,1,0,3,51,7igvdhlu,1,15,153,31,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",31,0.607843137,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,554,,Cheat,0,1,1,0,3,52,7igvdhlu,1,15,153,0,17,2,0,16,International Business and Social Siences,20,2,18-24,Germany,17,0.326923077,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,541,Control,,1,0,1,0,3,52,7igvdhlu,1,15,153,32,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",32,0.615384615,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,556,,Cheat,0,1,1,0,3,53,7igvdhlu,1,15,153,0,18,2,0,16,International Business and Social Siences,20,2,18-24,Germany,18,0.339622642,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,553,Control,,1,0,1,0,3,53,7igvdhlu,1,15,153,33,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",33,0.622641509,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,566,,Don't Cheat,0,0,0,1,3,54,7igvdhlu,1,15,153,0,18,2,0,14,International Business and Social Siences,20,2,18-24,Germany,18,0.333333333,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,564,Control,,1,0,1,0,3,54,7igvdhlu,1,15,153,34,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",34,0.62962963,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,568,,Cheat,0,1,1,0,3,55,7igvdhlu,1,15,153,0,19,2,0,16,International Business and Social Siences,20,2,18-24,Germany,19,0.345454545,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,576,Control,,1,0,1,0,3,55,7igvdhlu,1,15,153,35,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",35,0.636363636,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,578,,Don't Cheat,0,0,0,1,3,56,7igvdhlu,1,15,153,0,19,2,0,14,International Business and Social Siences,20,2,18-24,Germany,19,0.339285714,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,587,Control,,1,0,1,0,3,56,7igvdhlu,1,15,153,36,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",36,0.642857143,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,580,,Cheat,0,1,1,0,3,57,7igvdhlu,1,15,153,0,20,2,0,16,International Business and Social Siences,20,2,18-24,Germany,20,0.350877193,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,599,Control,,1,0,1,0,3,57,7igvdhlu,1,15,153,37,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",37,0.649122807,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,582,,Cheat,0,1,1,0,3,58,7igvdhlu,1,15,153,0,21,2,0,16,International Business and Social Siences,20,2,18-24,Germany,21,0.362068966,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,611,Control,,1,0,1,0,3,58,7igvdhlu,1,15,153,38,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",38,0.655172414,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,592,,Don't Cheat,0,0,0,1,3,59,7igvdhlu,1,15,153,0,21,2,0,14,International Business and Social Siences,20,2,18-24,Germany,21,0.355932203,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,622,Control,,1,0,1,0,3,59,7igvdhlu,1,15,153,39,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",39,0.661016949,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,602,,Don't Cheat,0,0,0,1,3,60,7igvdhlu,1,15,153,0,21,2,0,14,International Business and Social Siences,20,2,18-24,Germany,21,0.35,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,633,Control,,1,0,1,0,3,60,7igvdhlu,1,15,153,40,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",40,0.666666667,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,612,,Don't Cheat,0,0,0,1,3,61,7igvdhlu,1,15,153,0,21,2,0,14,International Business and Social Siences,20,2,18-24,Germany,21,0.344262295,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,644,Control,,1,0,1,0,3,61,7igvdhlu,1,15,153,41,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",41,0.672131148,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,622,,Don't Cheat,0,0,0,1,3,62,7igvdhlu,1,15,153,0,21,2,0,14,International Business and Social Siences,20,2,18-24,Germany,21,0.338709677,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,655,Control,,1,0,1,0,3,62,7igvdhlu,1,15,153,42,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",42,0.677419355,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,638,,Cheat,0,1,1,0,3,63,7igvdhlu,1,15,153,0,22,2,0,16,International Business and Social Siences,20,2,18-24,Germany,22,0.349206349,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,658,Don't Control,,0,0,0,1,3,63,7igvdhlu,1,15,153,42,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",42,0.666666667,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,648,,Don't Cheat,0,0,0,1,3,64,7igvdhlu,1,15,153,0,22,2,0,14,International Business and Social Siences,20,2,18-24,Germany,22,0.34375,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,669,Control,,1,0,1,0,3,64,7igvdhlu,1,15,153,43,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",43,0.671875,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,662,,Don't Cheat,0,0,0,1,3,65,7igvdhlu,1,15,153,0,22,2,0,14,International Business and Social Siences,20,2,18-24,Germany,22,0.338461538,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,683,Don't Control,,0,0,0,1,3,65,7igvdhlu,1,15,153,43,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",43,0.661538462,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,664,,Cheat,0,1,1,0,3,66,7igvdhlu,1,15,153,0,23,2,0,16,International Business and Social Siences,20,2,18-24,Germany,23,0.348484848,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,695,Control,,1,0,1,0,3,66,7igvdhlu,1,15,153,44,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",44,0.666666667,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,674,,Don't Cheat,0,0,0,1,3,67,7igvdhlu,1,15,153,0,23,2,0,14,International Business and Social Siences,20,2,18-24,Germany,23,0.343283582,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,706,Control,,1,0,1,0,3,67,7igvdhlu,1,15,153,45,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",45,0.671641791,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,684,,Don't Cheat,0,0,0,1,3,68,7igvdhlu,1,15,153,0,23,2,0,14,International Business and Social Siences,20,2,18-24,Germany,23,0.338235294,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,717,Control,,1,0,1,0,3,68,7igvdhlu,1,15,153,46,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",46,0.676470588,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,700,,Cheat,0,1,1,0,3,69,7igvdhlu,1,15,153,0,24,2,0,16,International Business and Social Siences,20,2,18-24,Germany,24,0.347826087,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,720,Don't Control,,0,0,0,1,3,69,7igvdhlu,1,15,153,46,0,1,14,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",46,0.666666667,1,framed
6,iyu7t1vc,2021-03-15 10:12:12.917261+00:00,2,702,,Cheat,0,1,1,0,3,70,7igvdhlu,1,15,153,0,25,2,0,16,International Business and Social Siences,20,2,18-24,Germany,25,0.357142857,1,framed
5,zo9j0hsi,2021-03-15 10:12:10.857947+00:00,1,732,Control,,1,0,1,0,3,70,7igvdhlu,1,15,153,47,0,1,11,0,"Bionengineering, B.Sc.",3,3,25-34,"Bolivia, Plurinational State of",47,0.671428571,1,framed
7,3fmd8mik,2021-03-15 10:12:12.998267+00:00,1,14,Don't Control,,0,0,0,1,4,1,7igvdhlu,1,15,154,0,0,1,14,0,Geschichte,39,3,25-34,Germany,0,0,1,framed
8,qkypffhk,2021-03-15 10:12:13.165277+00:00,2,14,,Don't Cheat,0,0,0,1,4,1,7igvdhlu,1,15,154,0,0,1,0,14,International Business and Social Siences,20,2,18-24,Germany,0,0,1,framed
7,3fmd8mik,2021-03-15 10:12:12.998267+00:00,1,28,Don't Control,,0,0,0,1,4,2,7igvdhlu,1,15,154,0,0,1,14,0,Geschichte,39,3,25-34,Germany,0,0,1,framed
8,qkypffhk,2021-03-15 10:12:13.165277+00:00,2,28,,Don't Cheat,0,0,0,1,4,2,7igvdhlu,1,15,154,0,0,1,0,14,International Business and Social Siences,20,2,18-24,Germany,0,0,1,framed
7,3fmd8mik,2021-03-15 10:12:12.998267+00:00,1,42,Don't Control,,0,0,0,1,4,3,7igvdhlu,1,15,154,0,0,1,14,0,Geschichte,39,3,25-34,Germany,0,0,1,framed
8,qkypffhk,2021-03-15 10:12:13.165277+00:00,2,42,,Don't Cheat,0,0,0,1,4,3,7igvdhlu,1,15,154,0,0,1,0,14,International Business and Social Siences,20,2,18-24,Germany,0,0,1,framed
7,3fmd8mik,2021-03-15 10:12:12.998267+00:00,1,56,Don't Control,,0,0,0,1,4,4,7igvdhlu,1,15,154,0,0,1,14,0,Geschichte,39,3,25-34,Germany,0,0,1,framed
8,qkypffhk,2021-03-15 10:12:13.165277+00:00,2,56,,Don't Cheat,0,0,0,1,4,4,7igvdhlu,1,15,154,0,0,1,0,14,International Business and Social Siences,20,2,18-24,Germany,0,0,1,framed
7,3fmd8mik,2021-03-15 10:12:12.998267+00:00,1,70,Don't Control,,0,0,0,1,4,5,7igvdhlu,1,15,154,0,0,1,14,0,Geschichte,39,3,25-34,Germany,0,0,1,framed
8,qkypffhk,2021-03-15 10:12:13.165277+00:00,2,70,,Don't Cheat,0,0,0,1,4,5,7igvdhlu,1,15,154,0,0,1,0,14,International Business and Social Siences,20,2,18-24,Germany,0,0,1,framed
