id_in_session_p1,id_in_session_p2,participant_code_p1,participant_code_p2,total_payoff_p1,total_payoff_p2,payoff_round_p1,payoff_round_p2,examiner_decision,student_decision,Cell,p1s1,p1s2,p2s1,p2s2,pf_diff_p1_val,pf_diff_p2_val,pf_diff_p1_abs,pf_diff_p2_abs,pf_diff_p1_s,pf_diff_p2_s,game_id,round_number,framing
17,18,5xdc3466,17fpqn72,409,368,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,36,0
19,20,xurwn6zz,gsgult9w,458,424,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,36,0
21,22,bollw9mr,svszy7vv,400,324,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,36,0
23,24,t1tzrcmi,icec28hf,498,496,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,36,0
25,26,chdxrfak,elxbu53y,411,376,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,chdxrfakelxbu53y,36,0
27,28,buxstyu5,no6j6c3d,439,430,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,buxstyu5no6j6c3d,36,0
1,2,kdhmpvys,x2gcqvwb,496,496,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,37,0
3,4,qmwwptcx,d3nnqhj1,515,514,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,37,0
5,6,gauqrm0f,enmax74b,447,438,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,37,0
7,8,k5s3f5ne,fg9bbibz,458,462,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,37,0
9,10,tcleibkp,o8yazhge,407,468,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,tcleibkpo8yazhge,37,0
11,12,buocfmyx,k7l2k1h7,443,492,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,37,0
13,14,wh4u3tph,vnhsr39l,518,518,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,37,0
15,16,i8qt3jxw,jt77i2bs,442,450,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,37,0
17,18,5xdc3466,17fpqn72,420,378,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,37,0
19,20,xurwn6zz,gsgult9w,472,438,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,37,0
21,22,bollw9mr,svszy7vv,411,334,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,37,0
23,24,t1tzrcmi,icec28hf,512,510,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,37,0
25,26,chdxrfak,elxbu53y,422,386,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,chdxrfakelxbu53y,37,0
27,28,buxstyu5,no6j6c3d,450,440,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,buxstyu5no6j6c3d,37,0
1,2,kdhmpvys,x2gcqvwb,510,510,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,38,0
3,4,qmwwptcx,d3nnqhj1,529,528,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,38,0
5,6,gauqrm0f,enmax74b,461,452,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,38,0
7,8,k5s3f5ne,fg9bbibz,472,476,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,k5s3f5nefg9bbibz,38,0
9,10,tcleibkp,o8yazhge,421,482,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,tcleibkpo8yazhge,38,0
11,12,buocfmyx,k7l2k1h7,457,506,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,38,0
13,14,wh4u3tph,vnhsr39l,532,532,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,38,0
15,16,i8qt3jxw,jt77i2bs,456,464,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,38,0
17,18,5xdc3466,17fpqn72,434,392,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,5xdc346617fpqn72,38,0
19,20,xurwn6zz,gsgult9w,486,452,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,38,0
21,22,bollw9mr,svszy7vv,422,344,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,38,0
23,24,t1tzrcmi,icec28hf,526,524,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,38,0
25,26,chdxrfak,elxbu53y,436,400,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,38,0
27,28,buxstyu5,no6j6c3d,464,454,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buxstyu5no6j6c3d,38,0
1,2,kdhmpvys,x2gcqvwb,524,524,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,39,0
3,4,qmwwptcx,d3nnqhj1,543,542,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,39,0
5,6,gauqrm0f,enmax74b,475,466,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,39,0
7,8,k5s3f5ne,fg9bbibz,475,492,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,k5s3f5nefg9bbibz,39,0
9,10,tcleibkp,o8yazhge,432,492,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,tcleibkpo8yazhge,39,0
11,12,buocfmyx,k7l2k1h7,471,520,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,39,0
13,14,wh4u3tph,vnhsr39l,546,546,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,39,0
15,16,i8qt3jxw,jt77i2bs,470,478,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,39,0
17,18,5xdc3466,17fpqn72,445,402,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,39,0
19,20,xurwn6zz,gsgult9w,500,466,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,39,0
21,22,bollw9mr,svszy7vv,433,354,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,39,0
23,24,t1tzrcmi,icec28hf,540,538,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,39,0
25,26,chdxrfak,elxbu53y,450,414,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,39,0
27,28,buxstyu5,no6j6c3d,478,468,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buxstyu5no6j6c3d,39,0
1,2,kdhmpvys,x2gcqvwb,538,538,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,40,0
3,4,qmwwptcx,d3nnqhj1,557,556,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,40,0
5,6,gauqrm0f,enmax74b,489,480,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,40,0
7,8,k5s3f5ne,fg9bbibz,486,502,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,40,0
9,10,tcleibkp,o8yazhge,443,502,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,tcleibkpo8yazhge,40,0
11,12,buocfmyx,k7l2k1h7,485,534,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,40,0
13,14,wh4u3tph,vnhsr39l,560,560,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,40,0
15,16,i8qt3jxw,jt77i2bs,484,492,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,40,0
17,18,5xdc3466,17fpqn72,456,412,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,40,0
19,20,xurwn6zz,gsgult9w,514,480,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,40,0
21,22,bollw9mr,svszy7vv,444,364,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,40,0
23,24,t1tzrcmi,icec28hf,554,552,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,40,0
25,26,chdxrfak,elxbu53y,464,428,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,40,0
27,28,buxstyu5,no6j6c3d,492,482,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buxstyu5no6j6c3d,40,0
1,2,kdhmpvys,x2gcqvwb,552,552,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,41,0
3,4,qmwwptcx,d3nnqhj1,571,570,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,41,0
5,6,gauqrm0f,enmax74b,503,494,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,41,0
7,8,k5s3f5ne,fg9bbibz,497,512,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,41,0
9,10,tcleibkp,o8yazhge,446,518,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,tcleibkpo8yazhge,41,0
11,12,buocfmyx,k7l2k1h7,499,548,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,41,0
13,14,wh4u3tph,vnhsr39l,574,574,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,41,0
15,16,i8qt3jxw,jt77i2bs,498,506,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,41,0
17,18,5xdc3466,17fpqn72,467,422,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,41,0
19,20,xurwn6zz,gsgult9w,525,490,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,xurwn6zzgsgult9w,41,0
21,22,bollw9mr,svszy7vv,455,374,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,41,0
23,24,t1tzrcmi,icec28hf,568,566,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,41,0
25,26,chdxrfak,elxbu53y,478,442,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,41,0
27,28,buxstyu5,no6j6c3d,506,496,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buxstyu5no6j6c3d,41,0
1,2,kdhmpvys,x2gcqvwb,566,566,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,42,0
3,4,qmwwptcx,d3nnqhj1,585,584,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,42,0
5,6,gauqrm0f,enmax74b,517,508,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,42,0
7,8,k5s3f5ne,fg9bbibz,508,522,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,42,0
9,10,tcleibkp,o8yazhge,460,532,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,tcleibkpo8yazhge,42,0
11,12,buocfmyx,k7l2k1h7,513,562,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,42,0
13,14,wh4u3tph,vnhsr39l,588,588,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,42,0
15,16,i8qt3jxw,jt77i2bs,512,520,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,42,0
17,18,5xdc3466,17fpqn72,478,432,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,42,0
19,20,xurwn6zz,gsgult9w,539,504,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,42,0
21,22,bollw9mr,svszy7vv,466,384,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,42,0
23,24,t1tzrcmi,icec28hf,582,580,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,42,0
25,26,chdxrfak,elxbu53y,492,456,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,42,0
27,28,buxstyu5,no6j6c3d,520,510,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buxstyu5no6j6c3d,42,0
1,2,kdhmpvys,x2gcqvwb,580,580,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,43,0
3,4,qmwwptcx,d3nnqhj1,599,598,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,43,0
5,6,gauqrm0f,enmax74b,531,522,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,43,0
7,8,k5s3f5ne,fg9bbibz,519,532,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,43,0
9,10,tcleibkp,o8yazhge,474,546,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,tcleibkpo8yazhge,43,0
11,12,buocfmyx,k7l2k1h7,527,576,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,43,0
13,14,wh4u3tph,vnhsr39l,602,602,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,43,0
15,16,i8qt3jxw,jt77i2bs,526,534,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,43,0
17,18,5xdc3466,17fpqn72,489,442,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,43,0
19,20,xurwn6zz,gsgult9w,553,518,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,43,0
21,22,bollw9mr,svszy7vv,477,394,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,43,0
23,24,t1tzrcmi,icec28hf,596,594,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,43,0
25,26,chdxrfak,elxbu53y,506,470,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,43,0
27,28,buxstyu5,no6j6c3d,523,526,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,buxstyu5no6j6c3d,43,0
1,2,kdhmpvys,x2gcqvwb,594,594,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,44,0
3,4,qmwwptcx,d3nnqhj1,613,612,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,44,0
5,6,gauqrm0f,enmax74b,545,536,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,44,0
7,8,k5s3f5ne,fg9bbibz,530,542,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,44,0
9,10,tcleibkp,o8yazhge,485,556,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,tcleibkpo8yazhge,44,0
11,12,buocfmyx,k7l2k1h7,530,592,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,buocfmyxk7l2k1h7,44,0
13,14,wh4u3tph,vnhsr39l,616,616,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,44,0
15,16,i8qt3jxw,jt77i2bs,540,548,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,44,0
17,18,5xdc3466,17fpqn72,500,452,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,44,0
19,20,xurwn6zz,gsgult9w,567,532,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,44,0
21,22,bollw9mr,svszy7vv,488,404,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,44,0
23,24,t1tzrcmi,icec28hf,610,608,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,44,0
25,26,chdxrfak,elxbu53y,520,484,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,44,0
27,28,buxstyu5,no6j6c3d,526,542,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,buxstyu5no6j6c3d,44,0
1,2,kdhmpvys,x2gcqvwb,608,608,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,45,0
3,4,qmwwptcx,d3nnqhj1,627,626,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,45,0
5,6,gauqrm0f,enmax74b,559,550,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,45,0
7,8,k5s3f5ne,fg9bbibz,541,552,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,45,0
9,10,tcleibkp,o8yazhge,496,566,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,tcleibkpo8yazhge,45,0
11,12,buocfmyx,k7l2k1h7,544,606,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,45,0
13,14,wh4u3tph,vnhsr39l,630,630,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,45,0
15,16,i8qt3jxw,jt77i2bs,554,562,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,45,0
17,18,5xdc3466,17fpqn72,511,462,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,45,0
19,20,xurwn6zz,gsgult9w,581,546,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,45,0
21,22,bollw9mr,svszy7vv,499,414,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,45,0
23,24,t1tzrcmi,icec28hf,624,622,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,45,0
25,26,chdxrfak,elxbu53y,534,498,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,45,0
27,28,buxstyu5,no6j6c3d,538,544,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,buxstyu5no6j6c3d,45,0
1,2,kdhmpvys,x2gcqvwb,622,622,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,46,0
3,4,qmwwptcx,d3nnqhj1,641,640,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,46,0
5,6,gauqrm0f,enmax74b,573,564,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,46,0
7,8,k5s3f5ne,fg9bbibz,552,562,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,46,0
9,10,tcleibkp,o8yazhge,507,576,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,tcleibkpo8yazhge,46,0
11,12,buocfmyx,k7l2k1h7,558,620,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,46,0
13,14,wh4u3tph,vnhsr39l,644,644,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,46,0
15,16,i8qt3jxw,jt77i2bs,568,576,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,46,0
17,18,5xdc3466,17fpqn72,522,472,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,46,0
19,20,xurwn6zz,gsgult9w,592,556,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,xurwn6zzgsgult9w,46,0
21,22,bollw9mr,svszy7vv,510,424,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,46,0
23,24,t1tzrcmi,icec28hf,638,636,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,46,0
25,26,chdxrfak,elxbu53y,548,512,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,46,0
27,28,buxstyu5,no6j6c3d,549,554,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,buxstyu5no6j6c3d,46,0
1,2,kdhmpvys,x2gcqvwb,636,636,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,47,0
3,4,qmwwptcx,d3nnqhj1,655,654,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,47,0
5,6,gauqrm0f,enmax74b,587,578,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,47,0
7,8,k5s3f5ne,fg9bbibz,563,572,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,k5s3f5nefg9bbibz,47,0
9,10,tcleibkp,o8yazhge,521,590,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,tcleibkpo8yazhge,47,0
11,12,buocfmyx,k7l2k1h7,572,634,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buocfmyxk7l2k1h7,47,0
13,14,wh4u3tph,vnhsr39l,658,658,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,wh4u3tphvnhsr39l,47,0
15,16,i8qt3jxw,jt77i2bs,582,590,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,i8qt3jxwjt77i2bs,47,0
17,18,5xdc3466,17fpqn72,533,482,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,5xdc346617fpqn72,47,0
19,20,xurwn6zz,gsgult9w,606,570,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xurwn6zzgsgult9w,47,0
21,22,bollw9mr,svszy7vv,521,434,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,bollw9mrsvszy7vv,47,0
23,24,t1tzrcmi,icec28hf,652,650,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,t1tzrcmiicec28hf,47,0
25,26,chdxrfak,elxbu53y,562,526,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,chdxrfakelxbu53y,47,0
27,28,buxstyu5,no6j6c3d,563,568,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,buxstyu5no6j6c3d,47,0
1,2,kdhmpvys,x2gcqvwb,650,650,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,kdhmpvysx2gcqvwb,48,0
3,4,qmwwptcx,d3nnqhj1,669,668,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,qmwwptcxd3nnqhj1,48,0
5,6,gauqrm0f,enmax74b,601,592,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,gauqrm0fenmax74b,48,0
