,framed,round_nr,alpha,beta,PU,QL,q,min_q
0,0.0,1.0,0.0,0.0,0.10351694645735657,0.6339745962155614,0.0793815055186757,True
,framed,round_nr,alpha,beta,PU,QL,q,min_q
0,0.0,1.0,0.0,0.0,0.10351694645735657,0.6339745962155614,0.0793815055186757,True
