,framed,round_nr,gamma,PU,QL,q,min_q
19,0.0,1.0,2.0,0.353889367864523,0.646110632135477,0.023634885552528795,True
,framed,round_nr,gamma,PU,QL,q,min_q
19,0.0,1.0,2.0,0.353889367864523,0.646110632135477,0.023634885552528795,True
