,framed,round_nr,alpha,beta,PU,QL,q,min_q
90090,0.0,1.0,0.0,0.09,0.17019458303573784,0.524789910795966,0.046857566640706255,True
,framed,round_nr,alpha,beta,PU,QL,q,min_q
90090,0.0,1.0,0.0,0.09,0.17019458303573784,0.524789910795966,0.046857566640706255,True
