,framed,round_nr,alpha,beta,PU,QL,q,min_q
98363,0.0,1.0,0.265,0.098,0.21704665352887267,0.5269532577677571,6.604080580460013e-05,True
,framed,round_nr,alpha,beta,PU,QL,q,min_q
98363,0.0,1.0,0.265,0.098,0.21704665352887267,0.5269532577677571,6.604080580460013e-05,True
