,framed,round_nr,gamma,PU,QL,q,min_q
21,0.0,1.0,2.2,0.26230811311205315,0.5789309519209965,0.014193698923196763,True
,framed,round_nr,gamma,PU,QL,q,min_q
21,0.0,1.0,2.2,0.26230811311205315,0.5789309519209965,0.014193698923196763,True
