,framed,round_nr,alpha,beta,PU,QL,q,min_q
473,0.0,1.0,0.47300000000000003,0.0,0.2568039131715504,0.5846709382103593,0.006932506017788918,True
,framed,round_nr,alpha,beta,PU,QL,q,min_q
473,0.0,1.0,0.47300000000000003,0.0,0.2568039131715504,0.5846709382103593,0.006932506017788918,True
