,framed,round_nr,gamma,PU,QL,q,min_q
34,0.0,1.0,3.5000000000000004,0.20393179306915307,0.8366940442384238,0.05099803759917264,True
,framed,round_nr,gamma,PU,QL,q,min_q
34,0.0,1.0,3.5000000000000004,0.20393179306915307,0.8366940442384238,0.05099803759917264,True
