,framed,round_nr,gamma,PU,QL,q,min_q
50,0.0,1.0,5.1,0.044137623563477876,0.6841081889510104,0.03535673525990159,True
,framed,round_nr,gamma,PU,QL,q,min_q
50,0.0,1.0,5.1,0.044137623563477876,0.6841081889510104,0.03535673525990159,True
